#separator:tab
#html:false
Genus_cof_DNP	back_card
Zea	Plantae - Tracheophyta - Liliopsida - Poales - Poaceae     https://www.gbif.org/species/2705049     https://en.wikipedia.org/wiki/Zea     https://www.merriam-webster.com/dictionary/Zea
Hagenia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rosaceae     https://www.gbif.org/species/3029365     https://en.wikipedia.org/wiki/Hagenia     https://www.merriam-webster.com/dictionary/Hagenia
Gaylussacia	Plantae - Tracheophyta - Magnoliopsida - Ericales - Ericaceae     https://www.gbif.org/species/2882726     https://en.wikipedia.org/wiki/Gaylussacia     https://www.merriam-webster.com/dictionary/Gaylussacia
Sphagnum	Plantae - Bryophyta - Sphagnopsida - Sphagnales - Sphagnaceae     https://www.gbif.org/species/2668958     https://en.wikipedia.org/wiki/Sphagnum     https://www.merriam-webster.com/dictionary/Sphagnum
Syzygium	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3029010     https://en.wikipedia.org/wiki/Syzygium     https://www.merriam-webster.com/dictionary/Syzygium
Upuna	Plantae - Tracheophyta - Magnoliopsida - Malvales - Dipterocarpaceae     https://www.gbif.org/species/7299039     https://en.wikipedia.org/wiki/Upuna     https://www.merriam-webster.com/dictionary/Upuna
Trigonostemon	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Euphorbiaceae     https://www.gbif.org/species/3063346     https://en.wikipedia.org/wiki/Trigonostemon     https://www.merriam-webster.com/dictionary/Trigonostemon
Acorus	Plantae - Tracheophyta - Liliopsida - Acorales - Acoraceae     https://www.gbif.org/species/2730063     https://en.wikipedia.org/wiki/Acorus     https://www.merriam-webster.com/dictionary/Acorus
Drummondita	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/7269309     https://en.wikipedia.org/wiki/Drummondita     https://www.merriam-webster.com/dictionary/Drummondita
Trifolium	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2973363     https://en.wikipedia.org/wiki/Trifolium     https://www.merriam-webster.com/dictionary/Trifolium
Achlys	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Berberidaceae     https://www.gbif.org/species/3033912     https://en.wikipedia.org/wiki/Achlys     https://www.merriam-webster.com/dictionary/Achlys
Ophryosporus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3140052     https://en.wikipedia.org/wiki/Ophryosporus     https://www.merriam-webster.com/dictionary/Ophryosporus
Kunzea	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3186579     https://en.wikipedia.org/wiki/Kunzea     https://www.merriam-webster.com/dictionary/Kunzea
Dolomiaea	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3086710     https://en.wikipedia.org/wiki/Dolomiaea     https://www.merriam-webster.com/dictionary/Dolomiaea
Aeschynanthus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Gesneriaceae     https://www.gbif.org/species/6365037     https://en.wikipedia.org/wiki/Aeschynanthus     https://www.merriam-webster.com/dictionary/Aeschynanthus
Anastatica	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3041975     https://en.wikipedia.org/wiki/Anastatica     https://www.merriam-webster.com/dictionary/Anastatica
Glehnia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3034647     https://en.wikipedia.org/wiki/Glehnia     https://www.merriam-webster.com/dictionary/Glehnia
Pedicularis	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Orobanchaceae     https://www.gbif.org/species/3171670     https://en.wikipedia.org/wiki/Pedicularis     https://www.merriam-webster.com/dictionary/Pedicularis
Hovenia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rhamnaceae     https://www.gbif.org/species/3039409     https://en.wikipedia.org/wiki/Hovenia     https://www.merriam-webster.com/dictionary/Hovenia
Coptis	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Ranunculaceae     https://www.gbif.org/species/3033631     https://en.wikipedia.org/wiki/Coptis     https://www.merriam-webster.com/dictionary/Coptis
Barleria	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Acanthaceae     https://www.gbif.org/species/3173125     https://en.wikipedia.org/wiki/Barleria     https://www.merriam-webster.com/dictionary/Barleria
Catharanthus	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/3169829     https://en.wikipedia.org/wiki/Catharanthus     https://www.merriam-webster.com/dictionary/Catharanthus
Globularia	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Plantaginaceae     https://www.gbif.org/species/3233698     https://en.wikipedia.org/wiki/Globularia     https://www.merriam-webster.com/dictionary/Globularia
Limonia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/3190428     https://en.wikipedia.org/wiki/Limonia     https://www.merriam-webster.com/dictionary/Limonia
Gentianella	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Gentianaceae     https://www.gbif.org/species/3169845     https://en.wikipedia.org/wiki/Gentianella     https://www.merriam-webster.com/dictionary/Gentianella
Aeginetia	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Orobanchaceae     https://www.gbif.org/species/3173320     https://en.wikipedia.org/wiki/Aeginetia     https://www.merriam-webster.com/dictionary/Aeginetia
Otanthus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3141533     https://en.wikipedia.org/wiki/Otanthus     https://www.merriam-webster.com/dictionary/Otanthus
Cassytha	Plantae - Tracheophyta - Magnoliopsida - Laurales - Lauraceae     https://www.gbif.org/species/3033998     https://en.wikipedia.org/wiki/Cassytha     https://www.merriam-webster.com/dictionary/Cassytha
Hyoscyamus	Plantae - Tracheophyta - Magnoliopsida - Solanales - Solanaceae     https://www.gbif.org/species/2928976     https://en.wikipedia.org/wiki/Hyoscyamus     https://www.merriam-webster.com/dictionary/Hyoscyamus
Gelsemium	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Gelsemiaceae     https://www.gbif.org/species/3169511     https://en.wikipedia.org/wiki/Gelsemium     https://www.merriam-webster.com/dictionary/Gelsemium
Boreava	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3051211     https://en.wikipedia.org/wiki/Boreava     https://www.merriam-webster.com/dictionary/Boreava
Cichorium	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3106707     https://en.wikipedia.org/wiki/Cichorium     https://www.merriam-webster.com/dictionary/Cichorium
Eucommia	Plantae - Tracheophyta - Magnoliopsida - Garryales - Eucommiaceae     https://www.gbif.org/species/3723583     https://en.wikipedia.org/wiki/Eucommia     https://www.merriam-webster.com/dictionary/Eucommia
Baccharis	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3129135     https://en.wikipedia.org/wiki/Baccharis     https://www.merriam-webster.com/dictionary/Baccharis
Drimia	Plantae - Tracheophyta - Liliopsida - Asparagales - Asparagaceae     https://www.gbif.org/species/2776527     https://en.wikipedia.org/wiki/Drimia     https://www.merriam-webster.com/dictionary/Drimia
Pluchea	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3132596     https://en.wikipedia.org/wiki/Pluchea     https://www.merriam-webster.com/dictionary/Pluchea
Bambusa	Plantae - Tracheophyta - Liliopsida - Poales - Poaceae     https://www.gbif.org/species/2705751     https://en.wikipedia.org/wiki/Bambusa     https://www.merriam-webster.com/dictionary/Bambusa
Heracleum	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3034824     https://en.wikipedia.org/wiki/Heracleum     https://www.merriam-webster.com/dictionary/Heracleum
Morinda	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2915429     https://en.wikipedia.org/wiki/Morinda     https://www.merriam-webster.com/dictionary/Morinda
Plagiorhegma	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Berberidaceae     https://www.gbif.org/species/8133358     https://en.wikipedia.org/wiki/Plagiorhegma     https://www.merriam-webster.com/dictionary/Plagiorhegma
Posidonia	Plantae - Tracheophyta - Liliopsida - Alismatales - Posidoniaceae     https://www.gbif.org/species/2864082     https://en.wikipedia.org/wiki/Posidonia     https://www.merriam-webster.com/dictionary/Posidonia
Euterpe	Plantae - Tracheophyta - Liliopsida - Arecales - Arecaceae     https://www.gbif.org/species/7906352     https://en.wikipedia.org/wiki/Euterpe     https://www.merriam-webster.com/dictionary/Euterpe
Silybum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/7702951     https://en.wikipedia.org/wiki/Silybum     https://www.merriam-webster.com/dictionary/Silybum
Cinnamomum	Plantae - Tracheophyta - Magnoliopsida - Laurales - Lauraceae     https://www.gbif.org/species/3033980     https://en.wikipedia.org/wiki/Cinnamomum     https://www.merriam-webster.com/dictionary/Cinnamomum
Colocasia	Plantae - Tracheophyta - Liliopsida - Alismatales - Araceae     https://www.gbif.org/species/5330758     https://en.wikipedia.org/wiki/Colocasia     https://www.merriam-webster.com/dictionary/Colocasia
Ixora	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2905224     https://en.wikipedia.org/wiki/Ixora     https://www.merriam-webster.com/dictionary/Ixora
Premna	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/2925344     https://en.wikipedia.org/wiki/Premna     https://www.merriam-webster.com/dictionary/Premna
Ocimum	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/2874693     https://en.wikipedia.org/wiki/Ocimum     https://www.merriam-webster.com/dictionary/Ocimum
Peperomia	Plantae - Tracheophyta - Magnoliopsida - Piperales - Piperaceae     https://www.gbif.org/species/3086367     https://en.wikipedia.org/wiki/Peperomia     https://www.merriam-webster.com/dictionary/Peperomia
Myrsine	Plantae - Tracheophyta - Magnoliopsida - Ericales - Primulaceae     https://www.gbif.org/species/3169412     https://en.wikipedia.org/wiki/Myrsine     https://www.merriam-webster.com/dictionary/Myrsine
Dryopteris	Plantae - Tracheophyta - Polypodiopsida - Polypodiales - Dryopteridaceae     https://www.gbif.org/species/2651126     https://en.wikipedia.org/wiki/Dryopteris     https://www.merriam-webster.com/dictionary/Dryopteris
Lysimachia	Plantae - Tracheophyta - Magnoliopsida - Ericales - Primulaceae     https://www.gbif.org/species/3169330     https://en.wikipedia.org/wiki/Lysimachia     https://www.merriam-webster.com/dictionary/Lysimachia
Macropiper	Plantae - Tracheophyta - Magnoliopsida - Piperales - Piperaceae     https://www.gbif.org/species/7305061     https://en.wikipedia.org/wiki/Macropiper     https://www.merriam-webster.com/dictionary/Macropiper
Exallage	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/7271171     https://en.wikipedia.org/wiki/Exallage     https://www.merriam-webster.com/dictionary/Exallage
Karwinskia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rhamnaceae     https://www.gbif.org/species/3039522     https://en.wikipedia.org/wiki/Karwinskia     https://www.merriam-webster.com/dictionary/Karwinskia
Cassia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2963414     https://en.wikipedia.org/wiki/Cassia     https://www.merriam-webster.com/dictionary/Cassia
Polytrichastrum	Plantae - Bryophyta - Bryopsida - Polytrichales - Polytrichaceae     https://www.gbif.org/species/2682927     https://en.wikipedia.org/wiki/Polytrichastrum     https://www.merriam-webster.com/dictionary/Polytrichastrum
Polytrichum	Plantae - Bryophyta - Bryopsida - Polytrichales - Polytrichaceae     https://www.gbif.org/species/2683053     https://en.wikipedia.org/wiki/Polytrichum     https://www.merriam-webster.com/dictionary/Polytrichum
Tanacetum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3118160     https://en.wikipedia.org/wiki/Tanacetum     https://www.merriam-webster.com/dictionary/Tanacetum
Dipteryx	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2947121     https://en.wikipedia.org/wiki/Dipteryx     https://www.merriam-webster.com/dictionary/Dipteryx
Pterodon	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2933939     https://en.wikipedia.org/wiki/Pterodon     https://www.merriam-webster.com/dictionary/Pterodon
Harrisonia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/3232974     https://en.wikipedia.org/wiki/Harrisonia     https://www.merriam-webster.com/dictionary/Harrisonia
Dillenia	Plantae - Tracheophyta - Magnoliopsida - Dilleniales - Dilleniaceae     https://www.gbif.org/species/3083492     https://en.wikipedia.org/wiki/Dillenia     https://www.merriam-webster.com/dictionary/Dillenia
Melastoma	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Melastomataceae     https://www.gbif.org/species/3188510     https://en.wikipedia.org/wiki/Melastoma     https://www.merriam-webster.com/dictionary/Melastoma
Glochidion	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Phyllanthaceae     https://www.gbif.org/species/3080069     https://en.wikipedia.org/wiki/Glochidion     https://www.merriam-webster.com/dictionary/Glochidion
Emmenosperma	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rhamnaceae     https://www.gbif.org/species/7273713     https://en.wikipedia.org/wiki/Emmenosperma     https://www.merriam-webster.com/dictionary/Emmenosperma
Acanthothamnus	Plantae - Tracheophyta - Magnoliopsida - Celastrales - Celastraceae     https://www.gbif.org/species/7273495     https://en.wikipedia.org/wiki/Acanthothamnus     https://www.merriam-webster.com/dictionary/Acanthothamnus
Euryops	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3117543     https://en.wikipedia.org/wiki/Euryops     https://www.merriam-webster.com/dictionary/Euryops
Andryala	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3105480     https://en.wikipedia.org/wiki/Andryala     https://www.merriam-webster.com/dictionary/Andryala
Colubrina	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rhamnaceae     https://www.gbif.org/species/3039524     https://en.wikipedia.org/wiki/Colubrina     https://www.merriam-webster.com/dictionary/Colubrina
Cunninghamia	Plantae - Tracheophyta - Pinopsida - Pinales - Cupressaceae     https://www.gbif.org/species/2684138     https://en.wikipedia.org/wiki/Cunninghamia     https://www.merriam-webster.com/dictionary/Cunninghamia
Mandevilla	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/3169658     https://en.wikipedia.org/wiki/Mandevilla     https://www.merriam-webster.com/dictionary/Mandevilla
Paederota	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Plantaginaceae     https://www.gbif.org/species/7331972     https://en.wikipedia.org/wiki/Paederota     https://www.merriam-webster.com/dictionary/Paederota
Clinopodium	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/2926907     https://en.wikipedia.org/wiki/Clinopodium     https://www.merriam-webster.com/dictionary/Clinopodium
Kaempferia	Plantae - Tracheophyta - Liliopsida - Zingiberales - Zingiberaceae     https://www.gbif.org/species/2756998     https://en.wikipedia.org/wiki/Kaempferia     https://www.merriam-webster.com/dictionary/Kaempferia
